"Translation Info:
#---------------------------
4140,40,7,"Ərşi daşıyanlar və onun ətrafındakılar Rəbbinə həmd edərək onu tərifləyir, Ona iman gətirir və möminlər üçün bağışlanma diləyirlər: “Ey Rəbbimiz! Sənin rəhmətin və elmin hər şeyi əhatə etmişdir. Tövbə edib Sənin yoluna tabe olanları bağışla və onları Cəhənnəm əzabından qoru!",""
4141,40,8,"Ey Rəbbimiz! Onları da, onların atalarından, zövcələrindən və nəsillərindən olan əməlisaleh kimsələri də, onlara vəd etdiyin Ədn cənnətlərinə daxil et. Həqiqətən, Sən Qüdrətlisən, Hikmət sahibisən.",""
4142,40,9,"Onları pisliklərdən qoru. O gün (Qiyamət günü) Sən kimi pisliklərdən qorusan, ona rəhm etmiş olarsan. Məhz bu, böyük uğurdur”.",""
4143,40,10,"Kafirlərə belə xitab olunacaqdır: “Siz imana dəvət olunarkən küfrünüzdə israr etdiyinizə görə, Allahın sizə olan nifrəti (indi) sizin özünüzə olan nifrətinizdən daha böyükdür”.",""
4144,40,11,"Onlar deyəcəklər: “Ey Rəbbimiz! Sən bizi iki dəfə öldürüb, iki dəfə diriltdin. Biz öz günahlarımızı etiraf etdik. (Cəhənnəmdən) çıxmağa bir yol varmı?”",""
4145,40,12,"(Onlara deyiləcək:) “Bu ona görədir ki, Tək Allah çağırıldığı zaman siz küfr edirdiniz. Ona şərik qoşulduqda isə inanırdınız. (Artıq) hökm Uca və Böyük Allahındır”.",""
4146,40,13,"Sizə Öz dəlillərini göstərən və sizə göydən ruzi nazil edən Odur. (Bundan) yalnız (Allaha) yönələn ibrət alar!",""
4147,40,14,"(Ey möminlər!) Kafirlərin xoşuna gəlməsə də, dini məhz Allaha aid edərək Ona (ixlasla) dua edin!",""
4148,40,15,"Yüksək dərəcələrin (yaxud dərəcələri yüksəldən) və Ərşin sahibi Odur. O, əmri ilə vəhyi qullarından istədiyinə nazil edir ki, (o, insanları) görüş günü ilə qorxutsun.",""
4149,40,16,"O gün onlar (qəbirlərindən) çıxacaqlar. Onların heç bir şeyi Allaha gizli qalmayacaqdır. (Allah deyəcək:) “Bu gün mülk kimə məxsusdur? Vahid, (hər şeyə) qalib gələn Allaha məxsusdur!”",""
4150,40,17,"Bu gün hər kəsə qazandığının əvəzi veriləcək. Bu gün zülm olmayacaq. Şübhəsiz ki, Allah tez haqq-hesab çəkəndir.",""
4151,40,18,"Onları ürəklərin xirtdəyə çatacağı, (özləri də) qəm-qüssə içində olacaqları yaxın günlə (Qiyamət günü ilə) qorxut. (O gün) zalımların nə bir yaxın dostu, nə də sözü keçən bir şəfaətçisi olar.",""
4152,40,19,"Allah gözlərin xaincəsinə baxışını və sinələrin (qəlblərin nələr) gizlətdiyini biləndir.",""
4153,40,20,"Allah ədalətlə hökm verər. (Onların) Ondan başqa tapındıqları (bütlər) isə heç bir şeyə hökm edə bilməzlər. Şübhəsiz ki, Allah Eşidəndir, Görəndir!",""
4154,40,21,"Məgər onlar yer üzündə gəzib-dolaşıb özlərindən əvvəlkilərin aqibətinin necə olduğunu görmürlərmi? Onlar bunlardan daha qüvvətli idilər və yer üzündə daha çox iz qoymuşdular. Allah onları günahlarına görə (əzabla) yaxaladı və onları Allahdan qoruyan bir kimsə tapılmadı.",""
4155,40,22,"Bu ona görə idi ki, elçiləri onlara açıq-aydın dəlillər gətirdikləri halda, onlar inkar edirdilər. Odur ki, Allah onları (əzabla) yaxaladı. Həqiqətən, O, qüvvətlidir, cəzası da şiddətlidir.",""
4156,40,23,"Biz Musanı ayələrimizlə və açıq-aşkar bir dəlillə göndərdik –",""
4157,40,24,"Firona, Hamana və Qaruna. Onlar isə: “Bu, yalançı bir sehrbazdır!”– dedilər.",""
4158,40,25,"(Musa) onlara Bizim tərəfimizdən haqq ilə gəldikdə onlar dedilər: “Onunla birlikdə iman gətirənlərin oğullarını öldürün, qadınlarını isə sağ buraxın!” Kafirlərin hiyləsi boşa çıxar.",""
4159,40,26,"Firon dedi: “Buraxın məni Musanı öldürüm! Qoy o da Rəbbini çağırsın. Çünki mən onun sizin dininizi dəyişdirəcəyindən, yaxud yer üzündə fəsad törədəcəyindən qorxuram”.",""
4160,40,27,"Musa dedi: “Mən haqq-hesab gününə inanmayan hər bir təkəbbürlüdən həm mənim Rəbbim, həm də sizin Rəbbiniz olan Allaha sığınıram!”",""
4161,40,28,"Firon ailəsindən olub imanını gizlədən mömin bir kişi dedi: “Siz bir adamı: “Rəbbim Allahdır!”– dediyinə görə öldürəcəksinizmi?! Halbuki o, Rəbbinizdən sizə açıq-aydın dəlillər gətirmişdir. Əgər o, yalan danışırsa, onun yalanı ancaq öz əleyhinədir. Əgər doğru danışırsa, onun vəd etdiyinin bəzisi sizə toxunar. Həqiqətən, Allah həddi aşanı, yalançını doğru yola yönəltməz.",""
4162,40,29,"Ey qövmüm! Bu gün mülk sizə məxsusdur. Yer üzündə qalib gələnlər də sizsiniz. Əgər Allahın əzabı bizə gəlsə, bizi ondan kim qoruya bilər?!” Firon dedi: “Mən sizə ancaq öz rəyimi bildirirəm, mən sizə ancaq doğru yolu göstərirəm”.",""
4163,40,30,"Mömin kişi dedi: “Ey qövmüm! Mən (peyğəmbərləri təkzib edən) o toplumların başına gələn (dəhşətli) günün bənzərinin sizin də başınıza gəlməsindən qorxuram.",""
4164,40,31,"Nuh, Ad və Səmud qövmünün və onlardan sonrakıların düçar olduğu bəlanın bənzərinin (gəlməsindən qorxuram). Allah Öz bəndələrinə zülm etmək istəməz.",""
4165,40,32,"Ey qövmüm! Mən sizin üçün fəryad günündən qorxuram.",""
4166,40,33,"Geriyə dönüb qaçacağınız gün sizi Allahdan qoruyan tapılmaz. Allahın azdırdığı kimsəyə isə yol göstərən olmaz”.",""
4167,40,34,"Daha öncə Yusif sizə açıq-aydın dəlillər gətirmişdi. Siz onun gətirdiklərinə şəkk etməkdə davam edirdiniz. Nəhayət, o, vəfat etdikdə: “Allah ondan sonra elçi göndərməyəcək!”– dediniz. Allah həddi aşan, şübhə edən kimsəni belə azdırar.",""
4168,40,35,"O kəslər ki, özlərinə bir dəlil gəlmədiyi halda, Allahın ayələri barəsində mücadilə edirlər. Bu, həm Allah yanında, həm də iman gətirənlər yanında nifrət artırar. Allah hər bir təkəbbürlünün və zalımın qəlbini belə möhürləyər.",""
4169,40,36,"Firon dedi: “Ey Haman! Mənim üçün uca bir qüllə tik ki, bəlkə yollara çatım –",""
4170,40,37,"göylərin yollarına (çatım) və Musanın İlahını görüm. Çünki mən onun yalançı olduğunu zənn edirəm!” Beləcə Firona pis əməli gözəl göstərildi və o, yoldan azdırıldı. Fironun hiyləsi boşa çıxdı.",""
4171,40,38,"İman gətirən (o kişi) dedi: “Ey qövmüm! Mənim ardımca gəlin, sizi doğru yola yönəldim.",""
4172,40,39,"Ey qövmüm! Bu dünya həyatı fani bir zövqdür, axirət isə əbədi qərar tutulacaq yurddur.",""
4173,40,40,"Kim bir pis iş etsə, o, ancaq etdiyi pislik qədər cəza alar. Mömin olduğu halda yaxşı iş görən kişilər və qadınlar isə Cənnətə daxil olub orada hesabsız ruziyə nail olarlar.",""
4174,40,41,"Ey qövmüm! Sizə nə olub ki, mən sizi nicata çağırıram, siz isə məni oda çağırırsınız?!",""
4175,40,42,"Siz məni Allaha küfür etməyə və bilmədiyim bir şeyi Ona şərik qoşmağa çağırırsınız, mən isə sizi qüdrətli, çox bağışlayan Allaha çağırıram.",""
4176,40,43,"Heç şübhəsiz ki, sizin məni (iman etməyə) çağırdıqlarınızın (bütlərin) nə dünyada, nə də axirətdə çağırılmağa (iman edilməyə) haqqı yoxdur. Dönüşümüz Allahadır. Həddi aşanlar isə Cəhənnəm əhlidirlər.",""
4177,40,44,"Sizə söylədiklərimi xatırlayacaqsınız. Mən işimi Allaha həvalə edirəm. Həqiqətən, Allah qullarını görəndir”.",""
4178,40,45,"Allah onu (Firon ailəsindən olub imanını gizlədən mömin kişini) onların qurduğu hiylələrin şərindən qorudu. Firon nəslini isə dəhşətli əzab bürüdü.",""
4179,40,46,"Onlar səhər-axşam oda ərz olunarlar. Qiyamətin qopacağı gündə isə (Mələklərə): “Firon nəslini ən şiddətli əzaba salın!”– (deyiləcəkdir).",""
4180,40,47,"Onlar Cəhənnəmdə bir-birilə höcətləşəcək, zəiflər təkəbbür göstərənlərə deyəcəklər: “Biz sizin ardınızca gedirdik. İndi siz Cəhənnəm odunun bir hissəsini bizdən uzaq edə bilərsinizmi?!”",""
4181,40,48,"Təkəbbür göstərənlər deyəcəklər: “Hamımız odun içindəyik. Allah artıq qulları arasında hökmünü vermişdir”.",""
4182,40,49,"Odda olanlar Cəhənnəm gözətçilərinə deyəcəklər: “Rəbbinizə dua edin ki, bircə gün əzabımızı yüngülləşdirsin!”",""
4183,40,50,"(Gözətçilər) deyəcəklər: “Məgər elçiləriniz sizə açıq-aydın dəlillər gətirməmişdilər?” Onlar: “Əlbəttə (gətirmişdilər)!”– deyə cavab verəcəklər. (Gözətçilər də:) “Elə isə özünüz dua edin!”– deyəcəklər. Kafirlərin duası isə əbəsdir.",""
4184,40,51,"Şübhəsiz ki, Biz elçilərimizə və iman gətirənlərə həm dünya həyatında, həm də şahidlərin şəhadət vermək üçün ayağa qalxacağı gündə (Qiyamət günündə) yardım edəcəyik.",""
4185,40,52,"O gün zalımlara üzr diləmələri heç bir fayda verməyəcək. Onları üçün həm lənət, həm də pis yurd (Cəhənnəm) vardır.",""
4186,40,53,"Biz Musaya doğru yol (Tövrat və peyğəmbərlik) bəxş etdik və İsrail oğullarını Kitaba (Tövrata) varis etdik –",""
4187,40,54,"ağıl sahiblərinə doğru yol göstəricisi və öyüd-nəsihət olaraq.",""
4188,40,55,"Səbir et! Həqiqətən, Allahın vədi haqdır. Günahının bağışlanmasını dilə, axşamüstü və sübh çağı Rəbbini həmd-səna ilə təriflə.",""
4189,40,56,"Həqiqətən, özlərinə bir dəlil gəlmədən Allahın ayələri barəsində mübahisə edənlərin sinələrində (qəlblərində) bir təkəbbürlük vardır. Onlar heç vaxt buna çatmayacaqlar. (Ey Peyğəmbər!) Sən Allaha sığın! Həqiqətən, O, Eşidəndir, Görəndir.",""
4190,40,57,"Həqiqətən, göylərin və yerin yaradılması insanların yaradılmasından daha böyük şeydir. Lakin insanların əksəriyyəti (bunu) bilməz.",""
4191,40,58,"Korla görən, iman gətirib saleh əməllər edənlərlə pislik edən eyni olmaz. Necə də az düşünürsünüz!",""
4192,40,59,"Qiyamət saatı mütləq gələcək, buna heç bir şübhə yoxdur. Lakin insanların əksəriyyəti (buna) inanmır.",""
4193,40,60,"Rəbbiniz buyurdu: “Mənə dua edin, Mən də duanıza cavab verim. Mənə ibadət etməyə təkəbbürlük göstərənlər Cəhənnəmə zəlil olaraq girəcəklər”.",""
4194,40,61,"Sizin rahatlanmanız üçün gecəni və (ruzi qazanmanız üçün) gündüzü işıqlı yaradan Allahdır. Allah insanlara qarşı lütfkardır, lakin insanların əksəriyyəti şükür etməz.",""
4195,40,62,"Bu sizin Rəbbiniz, hər şeyin Xaliqi olan Allahdır! Ondan başqa (ibadətə layiq olan) ilah yoxdur! Siz necə də haqdan döndərilirsiniz!",""
4196,40,63,"Allahın ayələrini inkar edənlər (haqdan) belə döndərilərlər.",""
4197,40,64,"Sizin üçün yeri məskən, göyü də tavan edən, sizə surət verib surətlərinizi gözəlləşdirən, sizə pak nemətlərdən ruzi verən Allahdır. Bu sizin Rəbbiniz olan Allahdır. Aləmlərin Rəbbi olan Allah (ən Əzəmətli), xeyri və bərəkəti bol Olandır!",""
4198,40,65,"O, (əbədi) Yaşayandır, Ondan başqa (ibadətə layiq olan) ilah yoxdur. Dini yalnız Ona məxsus edərək (Allaha ixlasla) dua edin. Həmd, Aləmlərin Rəbbi olan Allaha məxsusdur!",""
4199,40,66,"De: “Rəbbimdən mənə açıq-aydın dəlillər gəldiyi zaman sizin Allahdan başqa dua etdiklərinizə ibadət etmək mənə qadağan edilmiş və mənə aləmlərin Rəbbinə təslim olmaq əmr olunmuşdur”.",""
4200,40,67,"Sizi torpaqdan, sonra nütfədən, sonra laxtalanmış qandan yaradan, sonra sizi, böyüyüb yetkinlik yaşına çatasınız, daha sonra da qocalasınız deyə uşaq olaraq (ana bətnindən) çıxardan Odur. İçərinizdə (qocalmamışdan) əvvəl ölənlər də vardır. (Bütün bunlar) müəyyən olunmuş vaxta (ömrünüzün sonuna) yetişməniz və bəlkə, düşünüb anlamanız üçündür.",""
4201,40,68,"Dirildən də, Öldürən də Odur. O, bir işə hökm verdikdə, ona ancaq: “Ol”– deyir, o da olur.",""
4202,40,69,"(Ey Peyğəmbər!) Allahın ayələri (Quran) barədə mücadilə edənləri görmürsənmi?! Onlar necə də (haqdan) döndərilirlər!",""
4203,40,70,"Kitabı və elçilərimizə göndərdiklərimizi yalan sayan kimsələr (pis əməllərinin aqibətini) biləcəklər.",""
4204,40,71,"O zaman onlar boyunlarında dəmir halqalar və zəncirlər olduğu halda sürüklənəcəklər –",""
4205,40,72,"qaynar suda, sonra odda yandırılacaqlar.",""
4206,40,73,"Sonra da onlara deyiləcək: “Haradadır şərik qoşduqlarınız –",""
4207,40,74,"Allahdan başqa?” Onlar deyəcəklər: “Onlar bizdən uzaqlaşdılar. Xeyr, biz öncə də heç bir şeyə ibadət etmirdik!” Allah kafirləri belə azdırar.",""
4208,40,75,"“Bu (əzab), sizin yer üzündə haqsız yerə sevinməyinizə və qürrələnməyinizə görədir!",""
4209,40,76,"İçində əbədi qalacağınız Cəhənnəm qapılarından girin!” Təkəbbürlülərin yeri necə də pisdir!",""
4210,40,77,"(Ey Peyğəmbər!) Səbir et! Həqiqətən, Allahın vədi haqdır. Ya onlara vəd etdiyimizin bir qismini sənə göstərəcək, ya da (göstərmədən öncə) səni vəfat etdirəcəyik. Onlar (sonda) Bizə qaytarılacaqlar.",""
4211,40,78,"Biz səndən əvvəl də elçilər göndərdik. Onlardan bəziləri haqqında sənə danışdıq, bəziləri haqqında isə danışmadıq. Heç bir elçi Allahın izni olmadan bir ayə gətirə bilməz. Allahın əmri gəldikdə isə ədalətlə hökm verilər və yalan danışanlar orada ziyana uğrayarlar.",""
4212,40,79,"Bəzilərini minəsiniz, bəzilərindən də yeyəsiniz deyə, heyvanları sizin üçün yaradan Allahdır.",""
4213,40,80,"Sizin üçün onlarda (başqa) mənfəətlər də vardır. Siz onları minərək qəlbinizdən keçən yerlərə gedib çatırsınız. Siz həm onların üstündə, həm də gəmilərdə daşınırsınız.",""
4214,40,81,"O (Allah) sizə Öz ayələrini göstərir. Allahın ayələrinin hansını inkar edə bilərsiniz?!",""
4215,40,82,"Məgər onlar yer üzündə gəzib-dolaşıb özlərindən əvvəlkilərin aqibətinin necə olduğunu görmürlərmi?! Onlar bunlardan sayca daha çox, daha qüvvətli idilər və yer üzündə daha çox iz qoymuşdular. Qazandıqları (dünya malı Allahın əzabı gəldikdə) onlara bir fayda vermədi.",""
4216,40,83,"Peyğəmbərləri onlara açıq-aydın ayələr gətirdikdə özlərində olan elmə sevindilər və beləliklə, istehza etdikləri (əzab) onları bürüdü.",""
4217,40,84,"Onlar əzabımızı gördükdə: “Biz tək Allaha iman gətirdik və Ona qoşduğumuz şərikləri inkar etdik!”– dedilər.",""
4218,40,85,"Əzabımızı gördükdə iman gətirmələri onlara heç bir fayda vermədi. Bu, Allahın qulları barəsində əzəldən olan sünnəsidir. Kafirlər orada (əzabı gördükdə) ziyana uğradılar.",""
4219,41,1,"Hə. Mim.[1]","[1] Bax. əl-Bəqərə surəsi birinci ayəsinin qeydi."
4220,41,2,"(Bu Quran) Mərhəmətli və Rəhmli (olan Allah) tərəfindən nazil edilmişdir.",""
4221,41,3,"(Bu) bilən bir qövm üçün ərəbcə Quran olaraq ayələri müfəssəl izah edilmiş bir kitabdır.",""
4222,41,4,"(O) müjdə verən və qorxudan olaraq (göndərilmişdir). Lakin onların əksəriyyəti (haqqı) eşitməz.",""
4223,41,5,"Onlar deyirlər: “Bizi dəvət etdiyinə qarşı qəlbimiz qapalıdır, qulaqlarımızda karlıq və bizimlə sənin aranda bir örtük vardır. Sən (öz dininə) əməl et, biz də (öz dinimizə) əməl etməkdəyik!”",""
4224,41,6,"(Ey Peyğəmbər!) De: “Mən də sizin kimi bir insanam. Mənə ilahınızın yalnız tək bir ilah olduğu vəhy olunur. Ona tərəf yönəlin və Ondan bağışlanmağınızı diləyin. Vay müşriklərin halına!",""
4225,41,7,"O kəslər ki, zəkat vermir və axirəti inkar edirlər.",""
4226,41,8,"İman gətirib saleh əməllər edənlər üçün tükənməz nemətlər vardır”.",""
4227,41,9,"(Ey Peyğəmbər!) De: “Doğrudanmı siz yeri iki (bazar və birinci) gündə yaradana küfr edir və Ona şəriklər qoşursunuz?! O, aləmlərin Rəbbidir.",""
4228,41,10,"O, dörd gün ərzində (bazar, birinci, ikinci və üçüncü günlərdə) yerin üzərində möhkəm duran dağlar yerləşdirdi, yeri bərəkətli etdi və (ruzi) istəyənlər üçün orada (yer əhlinin) ruzisini təqdir etdi. (Yaxud bütün bunların hamısının neçə gündə yaradıldığını soruşanların bilməsi üçün Allah onları dörd gün ərzində xəlq etdi).",""
4229,41,11,"Sonra O, tüstü halında olan göyə tərəf yönəlib ona və yerə buyurdu: “Könüllü surətdə və ya məcburi olaraq gəlin (əmrimə boyun əyin)!” Onlar: “Könüllü olaraq gəldik!”– dedilər.",""
4230,41,12,"O, iki (dördüncü və beşinci) gündə onları yeddi göy olaraq yaratdı və hər göyə onun özünə aid iş tapşırdı. Biz dünya səmasını qəndillərlə bəzədik və (onu) hifz etdik. Bu, Qüdrətli və Bilən Allahın təqdiridir.",""
4231,41,13,"Əgər üz döndərsələr, de: “Mən sizi Ad və Səmud ildırımına bənzər bir ildırım barədə xəbərdar edirəm”.",""
4232,41,14,"Peyğəmbərlər onlara önlərindən və arxalarından (bir-birinin ardınca) gələrək: “Allahdan başqasına ibadət etməyin”– dedikləri zaman: “Rəbbimiz istəsəydi əlbəttə mələklər endirərdi. Biz sizinlə göndərilənləri inkar edirik!”– demişdilər.",""
4233,41,15,"Ad (qövmünə) gəlincə, onlar yer üzündə haqsız yerə təkəbbür göstərib dedilər: “Bizdən daha qüvvətli kim ola bilər?!” Məgər onları yaradan Allahın onlardan daha qüvvətli olduğunu görmədilərmi?! Onlar ayələrimizi inkar edirdilər.",""
4234,41,16,"Biz onlara dünya həyatında rüsvayçılıq əzabını daddırmaq üçün uğursuz günlərdə üstlərinə vıyıltılı külək göndərdik. Axirət əzabı isə daha rüsvayedicidir. Onlara kömək də edilməz.",""
4235,41,17,"Səmud (qövmünə) gəldikdə isə, Biz onlara doğru yol göstərdik, onlar isə korluğu doğru yoldan üstün tutdular. Odur ki, onları qazandıqları (günahlar) üzündən alçaldıcı əzab ildırımı yaxaladı.",""
4236,41,18,"İman gətirib (Allahdan) qorxanları isə xilas etdik.",""
4237,41,19,"Allahın düşmənləri Cəhənnəmə toplanılacaqları gün onlar (axırdakıların əvvəldəkilərə gəlib çatması üçün bir yerdə) saxlanılacaqlar.",""
4238,41,20,"Nəhayət, onlar oraya (Cəhənnəmə) gəldikləri zaman qulaqları, gözləri və dəriləri etdikləri əməllər barəsində onların əleyhinə şahidlik edəcəkdir.",""
4239,41,21,"Onlar öz dərilərinə: “Nə üçün əleyhimizə şahidlik edirsiniz?”– deyəcəklər. (Dəriləri) deyəcək: “Bizi hər şeyi danışdıran Allah danışdırdı”. Sizi ilk dəfə O yaratmışdır və siz Ona qaytarılacaqsınız.",""
4240,41,22,"(Əzaları onlara deyəcək:) Siz (günah işləyərkən) qulaqlarınızın, gözlərinizin və dərilərinizin əleyhinizə şahidlik etməsindən çəkinmirdiniz. Lakin etdiyiniz əməllərin çoxunu Allahın bilmədiyini zənn edirdiniz.",""
4241,41,23,"Rəbbiniz barəsində olan bu zənniniz (Allahın etdiyiniz əməllərin çoxunu bilməməsi) sizi məhv etdi və siz ziyan çəkənlərdən oldunuz.",""
4242,41,24,"(Əzaba) dözsələr də, onların yeri oddur. Onlar mərhəmət diləsələr də, onlara mərhəmət göstərilməz.",""
4243,41,25,"Biz onlara (fasiq) dostlar qoşduq və (bu dostlar) onlara öndəkilərini və arxadakılarını gözəl göstərdilər (dünyanı sevdirib, axirəti unutdurdular). Onlardan əvvəl gəlib-getmiş cinlərdən və insanlardan olan ümmətlər barəsindəki Söz onlar barəsində də gerçək oldu. Həqiqətən də, onlar ziyana uğradılar.",""
4244,41,26,"Kafirlər: “Bu Qurana qulaq asmayın, (o oxunarkən) hay-küy salın. Bəlkə, (Muhammədə) qalib gələsiniz”– dedilər.",""
4245,41,27,"Biz kafirlərə mütləq şiddətli bir əzab daddıracaq və onları etdikləri əməllərin ən pisi ilə cəzalandıracağıq.",""
4246,41,28,"Budur Allahın düşmənlərinin cəzası – Od! Ayələrimizi inkar etmələrinin cəzası olaraq orada onlar üçün əbədi yurd vardır.",""
4247,41,29,"Kafirlər deyəcəklər: “Ey Rəbbimiz! Cinlərdən və insanlardan bizi azdıranları bizə göstər ki, biz onları ayaqlarımız altına salaq, beləcə onlar zəlillərdən (yaxud Cəhənnəmin ən aşağı təbəqəsinə düşənlərdən) olsunlar”.",""
4248,41,30,"Həqiqətən də: “Rəbbimiz Allahdır!”– deyib sonra düz yol tutan kəslərə (ölüm anında) mələklər nazil olub (deyirlər:) “Qorxmayın və kədərlənməyin! Sizə vəd olunan Cənnətlə sevinin!",""
4249,41,31,"Biz dünya həyatında da, axirətdə də sizin dostlarınızıq. Orada sizin üçün nəfsinizin çəkdiyi və istədiyiniz hər şey vardır.",""
4250,41,32,"Bağışlayan və Rəhmli (Allah) tərəfindən bir ziyafət olaraq”.",""
4251,41,33,"Allaha tərəf çağıran, saleh əməl edən və: “Mən müsəlmanlardanam!”– deyən kəsdən daha gözəl söz söyləyən kim ola bilər?!",""
4252,41,34,"Yaxşılıqla pislik eyni ola bilməz. Sən (pisliyi) yaxşılıqla dəf et! O zaman səninlə ədavət aparan kimsə sanki yaxın bir dost olar.",""
4253,41,35,"Bu ancaq səbir edənlərə verilər və ancaq böyük qismət sahiblərinə nəsib olar.",""
4254,41,36,"Əgər şeytandan sənə bir vəsvəsə gəlsə, Allaha sığın. Çünki O, Eşidəndir, Biləndir.",""
4255,41,37,"Gecə və gündüz, günəş və ay Onun (vəhdaniyyətinə dəlalət edən) dəlillərindəndir. Əgər siz Ona ibadət edirsinizsə, günəşə və aya səcdə etməyin, onları yaradan Allaha səcdə edin.",""
4256,41,38,"Əgər onlar (Allaha səcdə etməkdən) təkəbbürlük göstərsələr (bilsinlər ki), Rəbbinin yanında olanlar (mələklər) gecə-gündüz usanmadan Onun şəninə təriflər deyərlər.",""
4257,41,39,"Yer üzünü qupquru görməyin də Onun (vəhdaniyyətinə dəlalət edən) dəlillərindəndir. Biz yerin üzərinə su endirdikdə o, hərəkətə gəlib qabarır (müxtəlif növ bitkilər yetişdirər). Şübhəsiz ki, onu canlandıran (Allah), ölüləri də mütləq dirildəcəkdir. Həqiqətən, O, hər şeyə qadirdir.",""
4258,41,40,"Sözsüz ki, ayələrimizdən üz döndərənlər Bizdən gizli qalmazlar. Oda atılan kimsə yaxşıdır, yoxsa Qiyamət günü əmin-amanlıq içində gələn kimsə?! İstədiyinizi edin! Həqiqətən O, nə etdiklərinizi görür.",""
4259,41,41,"Özlərinə Zikr (Quran) gəldiyi zaman ona küfür edənlər (cəzalandırılacaqlar). Həqiqətən, bu, əziz (eyibdən uzaq) bir Kitabdır.",""
4260,41,42,"Batil ona nə önündən, nə də arxasından gələ bilməz. O, hikmət sahibi, tərifəlayiq (Allah) tərəfindən nazil edilmişdir.",""
4261,41,43,"(Ey Peyğəmbər!) Sənə deyilənlər, səndən əvvəlki elçilərə deyilənlərdən (sehribaz, yalançı, məcnun və s. bu kimi sözlərdən) başqa bir şey deyildir. Həqiqətən, sənin Rəbbin bağışlayandır, şiddətli cəza verəndir.",""
4262,41,44,"Əgər Biz onu yad bir dildə Quran etsəydik, onlar deyərdilər: “Nə üçün onun ayələri müfəssəl izah edilməmişdir? (Kitab) başqa dildə, (Peyğəmbər isə) ərəbmidir?!” De: “O, iman gətirənlərə doğru yol göstəricisi və şəfadır”. İman gətirməyənlərin isə qulaqlarında tıxac vardır. Onlar ona qarşı kordurlar. Onlar (sanki) uzaq bir yerdən çağırılırlar.",""
4263,41,45,"Biz Musaya da Kitab verdik, lakin onun barəsində ixtilaf düşdü. Əgər Rəbbinin (cəzanın müəyyən bir vaxtadək təxirə salınması barəsindəki) öncədən buyurduğu Söz olmasaydı, onların arasında hökm verilmiş olardı. Həqiqətən, (kafirlər) onun (Quran) barəsində anlaşılmaz bir şübhə içindədirlər.",""
4264,41,46,"Kim saleh bir əməl etsə, xeyri özünə, kim də pislik etsə, zərəri əleyhinə olar. Rəbbin qullara zülm edən deyildir.",""
4265,41,47,"Qiyamət saatının elmi yalnız Ona məxsusdur. O bilmədən heç bir meyvə toxumundan cücərib çıxmaz, heç bir dişi hamilə qalmaz və bətnində daşıdığı yükü yerə qoymaz. O gün (Allah) onlara (müşriklərə) nida edib: “Şəriklərim haradadır?”– deyəcək. Onlar da: “Biz Sənə bildirdik ki, aramızda (Sənin şərikin olduğuna şəhadət verəcək) heç bir şahid yoxdur!”– deyəcəklər.",""
4266,41,48,"Əvvəllər tapındıqları (bütlər) onları qoyub gedəcək və onlar özləri üçün bir qurtuluş yeri olmadığını yəqin biləcəklər.",""
4267,41,49,"İnsan özünə (mal-dövlət, sağlamlıq, oğul-uşaq və s. bu kimi) xeyir diləməkdən usanmaz. Əgər ona bir pislik toxunsa, məyus olub ümidsizliyə qapanar.",""
4268,41,50,"Başına gələn zərərdən sonra Özümüzdən ona bir mərhəmət daddırsaq, mütləq: “Bu mənim haqqımdır. Qiyamətin qopacağını güman etmirəm. Rəbbimə qaytarılsam belə, Onun yanında mənim üçün ən gözəl nemət vardır!”– deyər. Biz kafirlərə nə etdiklərini mütləq xəbər verəcək və onlara mütləq ağır bir əzab daddıracağıq.",""
4269,41,51,"İnsana nemət verdiyimiz zaman üz çevirib (haqdan) uzaq durar. Ona bir pislik toxunduqda isə uzun-uzadı dua edər.",""
4270,41,52,"(Ey Peyğəmbər! Quranı yalan sayan o müşriklərə) de: “Bir deyin görək, əgər (Quran) Allah tərəfindəndirsə, sonra da siz onu inkar edirsinizsə, o zaman haqdan uzaq bir ayrılıq içində olan kimsədən daha çox azmış kim ola bilər?!”",""
4271,41,53,"Onun (Quranın) haqq olduğu onlara aydın olana qədər, Biz dəlillərimizi onlara həm üfüqlərdə (kainatda), həm də öz nəfslərində göstərəcəyik. Məgər Rəbbinin hər şeyə şahid olması kifayət deyilmi?!",""
4272,41,54,"Bilin ki, onlar (müşriklər) Rəbbi ilə qarşılaşacaqlarına şübhə edirlər. Bilin ki, O, (elmi ilə) hər şeyi əhatə edəndir.",""
4273,42,1,"Hə. Mim.",""
4274,42,2,"Ayn. Sin. Qaf.[1]","[1] Bax. əl-Bəqərə surəsi birinci ayəsinin qeydi."
4275,42,3,"(Ey Muhamməd!) Qüdrətli və Hikmət sahibi olan Allah sənə və səndən əvvəlkilərə belə vəhy edir.",""
4276,42,4,"Göylərdə və yerdə nə varsa, (hamısı) Ona məxsusdur. O, Ucadır, Əzəmətlidir.",""
4277,42,5,"Göylər (Allahın əzəmətindən) az qaldı ki, bir-birinin üstündən çatlayıb parçalansın. Mələklər də Rəbbinə həmd-səna ilə təriflər deyər və yerdəkilər üçün bağışlanma diləyərlər. Bilin ki, Allah Bağışlayandır, Rəhmlidir.",""
4278,42,6,"Allahdan başqasını (bütləri özlərinə) dost tutanlar üzərində Allah nəzarətçidir. Sən onlar üzərində vəkil deyilsən.",""
